ID,CLASS
486818.jpg,nascar_racing
746082.jpg,baseball
277247.jpg,swimming
126788.jpg,hurdles
828134.jpg,pole_vault
229092.jpg,surfing
959003.jpg,tennis
919975.jpg,tug_of_war
975584.jpg,water_polo
353448.jpg,air_hockey
127432.jpg,nascar_racing
429056.jpg,skydiving
536036.jpg,motorcycle_racing
307792.jpg,parallel_bar
502530.jpg,field_hockey
483198.jpg,pole_vault
926611.jpg,rollerblade_racing
451761.jpg,frisbee
863679.jpg,rings
335455.jpg,bowling
485331.jpg,horse_jumping
163706.jpg,barell_racing
751712.jpg,football
574719.jpg,horse_racing
865188.jpg,bmx
664894.jpg,hammer_throw
330913.jpg,canoe_slamon
511043.jpg,tennis
256877.jpg,bobsled
382216.jpg,table_tennis
762234.jpg,track_bicycle
897529.jpg,track_bicycle
714901.jpg,harness_racing
635522.jpg,rugby
713788.jpg,balance_beam
963876.jpg,cricket
864771.jpg,tug_of_war
948391.jpg,tennis
426099.jpg,ice_climbing
248078.jpg,golf
800825.jpg,golf
524667.jpg,sailboat_racing
738301.jpg,figure_skating_women
562616.jpg,croquet
385513.jpg,croquet
149789.jpg,sailboat_racing
704707.jpg,baseball
826887.jpg,snow_boarding
328547.jpg,baseball
803851.jpg,jai_alai
317394.jpg,wheelchair_basketball
260414.jpg,sailboat_racing
592335.jpg,bowling
962372.jpg,air_hockey
857220.jpg,nascar_racing
628280.jpg,snowmobile_racing
453140.jpg,football
388543.jpg,barell_racing
394399.jpg,weightlifting
895523.jpg,barell_racing
598466.jpg,motorcycle_racing
918350.jpg,field_hockey
175286.jpg,field_hockey
769484.jpg,horse_jumping
700049.jpg,track_bicycle
492854.jpg,ampute_football
871371.jpg,bobsled
405369.jpg,basketball
194726.jpg,nascar_racing
477852.jpg,basketball
125542.jpg,bmx
688845.jpg,hurdles
592685.jpg,water_polo
697081.jpg,rowing
808949.jpg,javelin
555743.jpg,judo
314273.jpg,rings
218485.jpg,weightlifting
421432.jpg,table_tennis
725774.jpg,arm_wrestling
935767.jpg,billiards
778277.jpg,boxing
640448.jpg,jai_alai
588881.jpg,rollerblade_racing
998873.jpg,bowling
707696.jpg,table_tennis
311647.jpg,bull_riding
116688.jpg,ski_jumping
294078.jpg,swimming
591858.jpg,figure_skating_men
945634.jpg,horse_jumping
437610.jpg,field_hockey
515153.jpg,horse_racing
806958.jpg,snowmobile_racing
569922.jpg,canoe_slamon
423632.jpg,fencing
813728.jpg,snow_boarding
350177.jpg,rowing
108876.jpg,croquet
833643.jpg,baseball
607062.jpg,boxing
895177.jpg,track_bicycle
304614.jpg,giant_slalom
117766.jpg,bull_riding
546272.jpg,javelin
827243.jpg,hurdles
759587.jpg,giant_slalom
435440.jpg,golf
266014.jpg,nascar_racing
951258.jpg,table_tennis
808653.jpg,archery
711541.jpg,billiards
554024.jpg,rugby
753019.jpg,cricket
904501.jpg,speed_skating
451398.jpg,lacrosse
154216.jpg,rowing
906035.jpg,bull_riding
256978.jpg,shot_put
193492.jpg,bull_riding
785817.jpg,jai_alai
664455.jpg,lacrosse
485231.jpg,cricket
823092.jpg,sumo_wrestling
421481.jpg,horse_jumping
202083.jpg,swimming
532659.jpg,giant_slalom
657261.jpg,ampute_football
953436.jpg,formula_1_racing
168098.jpg,figure_skating_women
810263.jpg,rings
853918.jpg,giant_slalom
813345.jpg,rock_climbing
917279.jpg,arm_wrestling
804229.jpg,formula_1_racing
576427.jpg,tennis
362380.jpg,football
532997.jpg,judo
848091.jpg,skydiving
282311.jpg,bowling
616287.jpg,fencing
173720.jpg,rugby
901624.jpg,arm_wrestling
967590.jpg,olympic_wrestling
982934.jpg,rugby
635178.jpg,shot_put
429363.jpg,snowmobile_racing
667007.jpg,weightlifting
739449.jpg,basketball
899219.jpg,olympic_wrestling
756240.jpg,luge
106364.jpg,field_hockey
385757.jpg,billiards
918353.jpg,horse_jumping
996903.jpg,parallel_bar
849466.jpg,horse_racing
450561.jpg,cricket
409212.jpg,giant_slalom
390386.jpg,horse_racing
598661.jpg,olympic_wrestling
862210.jpg,croquet
828795.jpg,sailboat_racing
678512.jpg,giant_slalom
947073.jpg,ski_jumping
471034.jpg,bmx
909705.jpg,surfing
809733.jpg,snow_boarding
909913.jpg,pommel_horse
619194.jpg,ice_climbing
782911.jpg,parallel_bar
165030.jpg,golf
558419.jpg,fencing
594049.jpg,ski_jumping
968958.jpg,rowing
607802.jpg,snow_boarding
248780.jpg,football
935789.jpg,ampute_football
980712.jpg,fencing
314126.jpg,harness_racing
272061.jpg,field_hockey
994755.jpg,fencing
772173.jpg,sumo_wrestling
441499.jpg,tennis
838906.jpg,rings
787020.jpg,bobsled
701262.jpg,motorcycle_racing
120656.jpg,basketball
151067.jpg,motorcycle_racing
935595.jpg,rings
806252.jpg,polo
610554.jpg,boxing
216577.jpg,bmx
269790.jpg,golf
510816.jpg,bobsled
167659.jpg,figure_skating_men
945608.jpg,bull_riding
751214.jpg,figure_skating_women
184658.jpg,nascar_racing
446134.jpg,air_hockey
582306.jpg,figure_skating_men
232059.jpg,rugby
777144.jpg,uneven_bars
980909.jpg,rowing
209760.jpg,barell_racing
716644.jpg,figure_skating_women
459571.jpg,rollerblade_racing
221922.jpg,ice_climbing
386578.jpg,horse_jumping
310488.jpg,rollerblade_racing
857713.jpg,hurdles
615873.jpg,bull_riding
726609.jpg,harness_racing
762625.jpg,horse_racing
426666.jpg,motorcycle_racing
202638.jpg,snowmobile_racing
916682.jpg,ampute_football
559416.jpg,pommel_horse
617536.jpg,pole_vault
744419.jpg,ice_climbing
595873.jpg,golf
745673.jpg,formula_1_racing
871990.jpg,bull_riding
470716.jpg,speed_skating
987148.jpg,harness_racing
329649.jpg,table_tennis
147657.jpg,hammer_throw
599534.jpg,baseball
176680.jpg,field_hockey
652479.jpg,shot_put
756636.jpg,formula_1_racing
425936.jpg,hurdles
611121.jpg,wheelchair_racing
617760.jpg,frisbee
410806.jpg,football
920866.jpg,uneven_bars
551421.jpg,tennis
907697.jpg,football
950079.jpg,archery
290042.jpg,baseball
637266.jpg,barell_racing
991991.jpg,rugby
436715.jpg,field_hockey
842138.jpg,ampute_football
411644.jpg,judo
739737.jpg,canoe_slamon
364413.jpg,football
982138.jpg,frisbee
188258.jpg,harness_racing
696666.jpg,formula_1_racing
194429.jpg,archery
355905.jpg,arm_wrestling
686326.jpg,horse_racing
973614.jpg,surfing
346321.jpg,figure_skating_women
671528.jpg,formula_1_racing
159382.jpg,polo
787126.jpg,horse_jumping
411987.jpg,javelin
676495.jpg,swimming
727781.jpg,pole_vault
452409.jpg,ampute_football
150838.jpg,bmx
999178.jpg,rugby
452093.jpg,shot_put
339090.jpg,parallel_bar
792588.jpg,frisbee
854021.jpg,shot_put
863122.jpg,hockey
787186.jpg,polo
162837.jpg,basketball
502975.jpg,rollerblade_racing
281342.jpg,lacrosse
636154.jpg,fencing
330486.jpg,rollerblade_racing
971290.jpg,shot_put
418603.jpg,barell_racing
766099.jpg,basketball
457613.jpg,volleyball
826379.jpg,wheelchair_basketball
887690.jpg,billiards
443559.jpg,hockey
788973.jpg,polo
404188.jpg,curling
185875.jpg,bobsled
236539.jpg,hockey
636950.jpg,rollerblade_racing
726346.jpg,wheelchair_basketball
417217.jpg,sumo_wrestling
629203.jpg,barell_racing
290531.jpg,ampute_football
649368.jpg,lacrosse
800680.jpg,high_jump
841044.jpg,lacrosse
830438.jpg,pommel_horse
927457.jpg,pommel_horse
424838.jpg,bull_riding
906257.jpg,bull_riding
440845.jpg,croquet
453915.jpg,cricket
526211.jpg,snowmobile_racing
345784.jpg,lacrosse
288990.jpg,shot_put
101263.jpg,hockey
922370.jpg,billiards
506637.jpg,rowing
906873.jpg,weightlifting
241801.jpg,wheelchair_racing
335263.jpg,curling
468667.jpg,frisbee
876683.jpg,figure_skating_women
413801.jpg,javelin
814323.jpg,rings
105196.jpg,swimming
198860.jpg,rock_climbing
505536.jpg,table_tennis
387862.jpg,canoe_slamon
623366.jpg,rugby
182489.jpg,volleyball
428689.jpg,hockey
455256.jpg,cricket
527567.jpg,canoe_slamon
243358.jpg,ski_jumping
592693.jpg,field_hockey
507045.jpg,boxing
252293.jpg,olympic_wrestling
282881.jpg,croquet
998291.jpg,balance_beam
101421.jpg,canoe_slamon
612650.jpg,weightlifting
962843.jpg,basketball
125391.jpg,high_jump
235807.jpg,jai_alai
483044.jpg,hockey
323418.jpg,snowmobile_racing
354760.jpg,weightlifting
221368.jpg,skydiving
516043.jpg,polo
829544.jpg,croquet
445959.jpg,baseball
978941.jpg,luge
916093.jpg,hockey
213157.jpg,polo
211595.jpg,nascar_racing
886803.jpg,snow_boarding
917763.jpg,hockey
996114.jpg,wheelchair_racing
409181.jpg,horse_jumping
700496.jpg,boxing
364921.jpg,figure_skating_pairs
709103.jpg,hurdles
214586.jpg,ski_jumping
557284.jpg,tennis
554590.jpg,speed_skating
640200.jpg,swimming
793850.jpg,billiards
488951.jpg,hurdles
607011.jpg,golf
291070.jpg,pommel_horse
921647.jpg,judo
919789.jpg,high_jump
651772.jpg,rock_climbing
562003.jpg,figure_skating_men
884482.jpg,boxing
621150.jpg,baseball
937990.jpg,rings
564916.jpg,archery
891975.jpg,bmx
676252.jpg,basketball
476803.jpg,ski_jumping
184109.jpg,snow_boarding
538929.jpg,luge
937503.jpg,sailboat_racing
571427.jpg,horse_racing
826128.jpg,high_jump
227748.jpg,rowing
368536.jpg,judo
458769.jpg,luge
577222.jpg,curling
674947.jpg,pole_vault
689873.jpg,canoe_slamon
604987.jpg,pole_vault
769917.jpg,golf
577945.jpg,sumo_wrestling
481494.jpg,sailboat_racing
581386.jpg,ski_jumping
203380.jpg,figure_skating_men
741877.jpg,horse_jumping
400493.jpg,billiards
473864.jpg,rollerblade_racing
476579.jpg,tug_of_war
297356.jpg,volleyball
418300.jpg,luge
564084.jpg,nascar_racing
731949.jpg,javelin
127006.jpg,hammer_throw
748337.jpg,javelin
487169.jpg,swimming
472879.jpg,arm_wrestling
160094.jpg,rock_climbing
685695.jpg,figure_skating_pairs
526541.jpg,hockey
590094.jpg,basketball
940533.jpg,rugby
517801.jpg,lacrosse
367742.jpg,pole_vault
832671.jpg,formula_1_racing
786398.jpg,snowmobile_racing
409997.jpg,snowmobile_racing
599271.jpg,wheelchair_basketball
156566.jpg,field_hockey
225596.jpg,formula_1_racing
686453.jpg,bowling
377646.jpg,skydiving
965190.jpg,shot_put
854258.jpg,golf
498723.jpg,archery
291168.jpg,bowling
799387.jpg,high_jump
771847.jpg,nascar_racing
839977.jpg,field_hockey
240229.jpg,high_jump
403744.jpg,luge
874837.jpg,motorcycle_racing
320781.jpg,sumo_wrestling
426593.jpg,croquet
627283.jpg,formula_1_racing
294480.jpg,harness_racing
447389.jpg,high_jump
922965.jpg,canoe_slamon
858783.jpg,rollerblade_racing
438487.jpg,skydiving
610143.jpg,tug_of_war
448252.jpg,billiards
210213.jpg,harness_racing
479237.jpg,football
111941.jpg,sumo_wrestling
358787.jpg,wheelchair_racing
858773.jpg,ice_climbing
459949.jpg,baseball
552051.jpg,archery
241501.jpg,curling
387222.jpg,barell_racing
461815.jpg,harness_racing
313578.jpg,track_bicycle
274306.jpg,golf
523824.jpg,swimming
947386.jpg,frisbee
689254.jpg,volleyball
258225.jpg,rock_climbing
192751.jpg,surfing
166524.jpg,judo
932065.jpg,ski_jumping
722237.jpg,figure_skating_men
299879.jpg,tennis
142700.jpg,air_hockey
950109.jpg,football
520328.jpg,horse_jumping
902353.jpg,uneven_bars
385878.jpg,figure_skating_pairs
249204.jpg,billiards
796683.jpg,hurdles
391238.jpg,billiards
419853.jpg,polo
199542.jpg,basketball
632715.jpg,canoe_slamon
347737.jpg,football
713271.jpg,tennis
482346.jpg,rowing
990865.jpg,weightlifting
762818.jpg,volleyball
379359.jpg,bmx
114434.jpg,water_polo
421376.jpg,hammer_throw
999122.jpg,jai_alai
763848.jpg,cricket
618914.jpg,water_polo
548627.jpg,figure_skating_women
136372.jpg,curling
483030.jpg,lacrosse
749179.jpg,speed_skating
683950.jpg,swimming
663906.jpg,tug_of_war
846818.jpg,billiards
375824.jpg,golf
831947.jpg,figure_skating_pairs
898573.jpg,hurdles
803202.jpg,sailboat_racing
841430.jpg,billiards
699840.jpg,ice_climbing
529942.jpg,skydiving
321726.jpg,frisbee
763218.jpg,air_hockey
133627.jpg,canoe_slamon
412489.jpg,canoe_slamon
991392.jpg,golf
723708.jpg,hammer_throw
338729.jpg,snowmobile_racing
132485.jpg,motorcycle_racing
842220.jpg,harness_racing
792226.jpg,lacrosse
326778.jpg,uneven_bars
339354.jpg,shot_put
610152.jpg,uneven_bars
743490.jpg,ice_climbing
187056.jpg,polo
161273.jpg,bull_riding
555828.jpg,hockey
458688.jpg,balance_beam
623649.jpg,horse_racing
282179.jpg,luge
864781.jpg,tennis
462463.jpg,javelin
999895.jpg,formula_1_racing
271641.jpg,baseball
477101.jpg,frisbee
341358.jpg,weightlifting
206855.jpg,ampute_football
422520.jpg,arm_wrestling
123212.jpg,shot_put
159660.jpg,polo
919710.jpg,track_bicycle
219693.jpg,surfing
214370.jpg,judo
374308.jpg,fencing
262432.jpg,basketball
484126.jpg,tennis
972676.jpg,giant_slalom
532981.jpg,shot_put
767677.jpg,lacrosse
347357.jpg,uneven_bars
851732.jpg,snowmobile_racing
427640.jpg,rollerblade_racing
196798.jpg,horse_jumping
182010.jpg,balance_beam
630201.jpg,wheelchair_racing
683831.jpg,frisbee
626663.jpg,hockey
668811.jpg,basketball
471551.jpg,ice_climbing
387837.jpg,field_hockey
131259.jpg,jai_alai
635320.jpg,snowmobile_racing
650181.jpg,high_jump
236978.jpg,bobsled
762385.jpg,water_polo
739685.jpg,formula_1_racing
105029.jpg,judo
676736.jpg,water_polo
490282.jpg,hammer_throw
136012.jpg,volleyball
972610.jpg,table_tennis
474633.jpg,croquet
339845.jpg,boxing
772432.jpg,rugby
100010.jpg,pole_vault
209441.jpg,olympic_wrestling
458982.jpg,formula_1_racing
440669.jpg,giant_slalom
484820.jpg,rings
605877.jpg,horse_racing
273523.jpg,hurdles
409704.jpg,olympic_wrestling
401240.jpg,judo
762068.jpg,polo
806634.jpg,polo
848497.jpg,rowing
216370.jpg,football
466883.jpg,ski_jumping
621562.jpg,figure_skating_women
550628.jpg,shot_put
577345.jpg,hammer_throw
117710.jpg,surfing
758567.jpg,hockey
853069.jpg,figure_skating_women
171920.jpg,air_hockey
288075.jpg,surfing
958739.jpg,lacrosse
871549.jpg,fencing
824805.jpg,luge
990786.jpg,barell_racing
976175.jpg,wheelchair_basketball
755535.jpg,polo
382078.jpg,football
299120.jpg,figure_skating_men
234770.jpg,fencing
864947.jpg,sailboat_racing
891558.jpg,snowmobile_racing
530853.jpg,pommel_horse
499359.jpg,bobsled
503114.jpg,wheelchair_racing
960360.jpg,fencing
114266.jpg,snow_boarding
549181.jpg,luge
725942.jpg,formula_1_racing
533814.jpg,giant_slalom
307604.jpg,lacrosse
761665.jpg,bobsled
425620.jpg,cricket
823060.jpg,ski_jumping
710100.jpg,skydiving
717143.jpg,hockey
644540.jpg,bowling
159826.jpg,ice_climbing
242897.jpg,fencing
719283.jpg,figure_skating_men
516226.jpg,fencing
536057.jpg,rugby
324050.jpg,uneven_bars
108929.jpg,speed_skating
624624.jpg,hockey
513406.jpg,track_bicycle
485709.jpg,figure_skating_pairs
899380.jpg,table_tennis
141775.jpg,swimming
704494.jpg,snow_boarding
143255.jpg,horse_racing
766838.jpg,luge
515495.jpg,snowmobile_racing
148969.jpg,javelin
622127.jpg,water_polo
385469.jpg,ski_jumping
388249.jpg,archery
783187.jpg,cricket
941293.jpg,rock_climbing
699121.jpg,cricket
951672.jpg,curling
365858.jpg,jai_alai
769175.jpg,harness_racing
607923.jpg,archery
273029.jpg,high_jump
663048.jpg,nascar_racing
258240.jpg,shot_put
665890.jpg,sumo_wrestling
540805.jpg,archery
772563.jpg,sailboat_racing
836371.jpg,ice_climbing
643194.jpg,nascar_racing
421926.jpg,luge
418639.jpg,rings
753729.jpg,arm_wrestling
780030.jpg,hockey
551542.jpg,horse_jumping
286941.jpg,horse_racing
905429.jpg,speed_skating
922404.jpg,air_hockey
900607.jpg,uneven_bars
391501.jpg,hockey
264895.jpg,wheelchair_basketball
243872.jpg,balance_beam
220501.jpg,rings
306715.jpg,hockey
540818.jpg,field_hockey
960152.jpg,judo
209033.jpg,uneven_bars
462284.jpg,volleyball
612950.jpg,rock_climbing
774008.jpg,arm_wrestling
110838.jpg,rings
563081.jpg,boxing
724523.jpg,figure_skating_men
241236.jpg,bull_riding
312144.jpg,wheelchair_basketball
816988.jpg,frisbee
170908.jpg,volleyball
720770.jpg,croquet
228603.jpg,canoe_slamon
603919.jpg,rollerblade_racing
114971.jpg,frisbee
980750.jpg,baseball
767775.jpg,hammer_throw
193332.jpg,air_hockey
106321.jpg,lacrosse
216481.jpg,parallel_bar
310975.jpg,volleyball
893866.jpg,pommel_horse
730824.jpg,bowling
316576.jpg,uneven_bars
109471.jpg,frisbee
319959.jpg,wheelchair_racing
900389.jpg,ski_jumping
213541.jpg,skydiving
539033.jpg,wheelchair_basketball
145022.jpg,weightlifting
350949.jpg,football
719876.jpg,sailboat_racing
710244.jpg,javelin
464775.jpg,balance_beam
355954.jpg,archery
919245.jpg,bobsled
990964.jpg,pommel_horse
532612.jpg,formula_1_racing
254064.jpg,olympic_wrestling
289948.jpg,bowling
122647.jpg,pole_vault
629791.jpg,canoe_slamon
266720.jpg,hockey
617594.jpg,rock_climbing
890719.jpg,field_hockey
771404.jpg,snow_boarding
762077.jpg,speed_skating
643519.jpg,archery
124473.jpg,table_tennis
425738.jpg,bmx
604914.jpg,bobsled
188982.jpg,figure_skating_pairs
428565.jpg,rings
139266.jpg,table_tennis
751665.jpg,luge
763651.jpg,figure_skating_men
376228.jpg,hockey
198106.jpg,balance_beam
928168.jpg,croquet
845471.jpg,cricket
939365.jpg,canoe_slamon
258940.jpg,weightlifting
482775.jpg,sumo_wrestling
370778.jpg,curling
161353.jpg,bobsled
539121.jpg,hockey
296381.jpg,javelin
679441.jpg,curling
873241.jpg,snowmobile_racing
432752.jpg,barell_racing
717715.jpg,ice_climbing
404288.jpg,billiards
374670.jpg,weightlifting
826222.jpg,giant_slalom
289265.jpg,balance_beam
325254.jpg,rock_climbing
159420.jpg,pole_vault
839949.jpg,uneven_bars
391684.jpg,polo
811284.jpg,curling
706322.jpg,rugby
420698.jpg,field_hockey
821151.jpg,pommel_horse
595508.jpg,curling
889152.jpg,formula_1_racing
425083.jpg,wheelchair_racing
477562.jpg,harness_racing
453630.jpg,basketball
623580.jpg,water_polo
366888.jpg,figure_skating_women
187824.jpg,frisbee
647731.jpg,hammer_throw
150797.jpg,field_hockey
206351.jpg,figure_skating_men
430600.jpg,tug_of_war
355232.jpg,table_tennis
647429.jpg,giant_slalom
288806.jpg,bmx
473684.jpg,hockey
799012.jpg,ski_jumping
886886.jpg,harness_racing
389208.jpg,rock_climbing
130050.jpg,hockey
628028.jpg,archery
536451.jpg,curling
647783.jpg,arm_wrestling
397359.jpg,surfing
464082.jpg,luge
316863.jpg,canoe_slamon
855789.jpg,air_hockey
921184.jpg,basketball
675311.jpg,rollerblade_racing
219464.jpg,fencing
381690.jpg,hurdles
824400.jpg,ampute_football
155225.jpg,volleyball
719006.jpg,cricket
226949.jpg,rollerblade_racing
613140.jpg,motorcycle_racing
245515.jpg,sumo_wrestling
341583.jpg,bobsled
836347.jpg,table_tennis
373113.jpg,rugby
754537.jpg,air_hockey
569999.jpg,canoe_slamon
193850.jpg,polo
761833.jpg,ampute_football
806485.jpg,boxing
172212.jpg,motorcycle_racing
660058.jpg,rowing
492613.jpg,skydiving
755310.jpg,parallel_bar
584529.jpg,formula_1_racing
794184.jpg,rollerblade_racing
668555.jpg,surfing
768201.jpg,skydiving
522370.jpg,figure_skating_pairs
680226.jpg,balance_beam
974906.jpg,ski_jumping
876527.jpg,water_polo
681537.jpg,rings
743382.jpg,wheelchair_racing
189651.jpg,basketball
216573.jpg,archery
267015.jpg,frisbee
789834.jpg,rings
956247.jpg,pommel_horse
198701.jpg,swimming
727318.jpg,olympic_wrestling
651584.jpg,harness_racing
829477.jpg,basketball
994045.jpg,shot_put
525981.jpg,ski_jumping
847587.jpg,basketball
540732.jpg,ampute_football
361636.jpg,tug_of_war
850333.jpg,horse_jumping
366323.jpg,hammer_throw
450125.jpg,speed_skating
243085.jpg,pole_vault
438321.jpg,rugby
750977.jpg,boxing
895989.jpg,croquet
116353.jpg,uneven_bars
767930.jpg,motorcycle_racing
513228.jpg,bmx
830797.jpg,swimming
518269.jpg,uneven_bars
302086.jpg,pole_vault
577322.jpg,croquet
327499.jpg,olympic_wrestling
109453.jpg,nascar_racing
313405.jpg,speed_skating
694893.jpg,lacrosse
119055.jpg,jai_alai
297600.jpg,rings
533441.jpg,sumo_wrestling
481610.jpg,rings
606057.jpg,track_bicycle
112051.jpg,shot_put
752252.jpg,javelin
462665.jpg,parallel_bar
669556.jpg,rollerblade_racing
165320.jpg,nascar_racing
912199.jpg,baseball
584530.jpg,bobsled
238977.jpg,balance_beam
899041.jpg,skydiving
770954.jpg,swimming
159623.jpg,speed_skating
172837.jpg,snowmobile_racing
969744.jpg,high_jump
227055.jpg,canoe_slamon
471266.jpg,judo
768189.jpg,figure_skating_women
908932.jpg,shot_put
680391.jpg,horse_jumping
483571.jpg,hurdles
262131.jpg,bull_riding
134209.jpg,rings
117971.jpg,rock_climbing
236861.jpg,rowing
337208.jpg,jai_alai
261278.jpg,pommel_horse
191263.jpg,golf
479385.jpg,wheelchair_racing
693325.jpg,snow_boarding
406613.jpg,speed_skating
285466.jpg,water_polo
686140.jpg,golf
950012.jpg,golf
381315.jpg,luge
943335.jpg,horse_racing
457105.jpg,bull_riding
146710.jpg,tug_of_war
290272.jpg,pommel_horse
996951.jpg,figure_skating_women
220157.jpg,formula_1_racing
713236.jpg,water_polo
111156.jpg,barell_racing
164269.jpg,boxing
541296.jpg,baseball
836126.jpg,billiards
346177.jpg,horse_racing
250723.jpg,balance_beam
411430.jpg,basketball
489274.jpg,swimming
156511.jpg,curling
379511.jpg,rugby
484572.jpg,field_hockey
424757.jpg,figure_skating_women
894533.jpg,rock_climbing
584415.jpg,parallel_bar
496386.jpg,rowing
368349.jpg,figure_skating_women
292455.jpg,formula_1_racing
708735.jpg,javelin
876071.jpg,billiards
540576.jpg,snowmobile_racing
822672.jpg,sailboat_racing
697035.jpg,motorcycle_racing
762203.jpg,basketball
327656.jpg,swimming
150981.jpg,bowling
883011.jpg,rugby
872116.jpg,sailboat_racing
116404.jpg,track_bicycle
276390.jpg,basketball
337910.jpg,skydiving
401259.jpg,figure_skating_women
460245.jpg,curling
263900.jpg,baseball
818114.jpg,judo
719799.jpg,balance_beam
893321.jpg,nascar_racing
289491.jpg,track_bicycle
744254.jpg,track_bicycle
954505.jpg,baseball
834499.jpg,golf
930944.jpg,frisbee
468381.jpg,hurdles
781054.jpg,jai_alai
465203.jpg,tennis
337918.jpg,figure_skating_men
297784.jpg,arm_wrestling
413726.jpg,wheelchair_racing
297410.jpg,surfing
231261.jpg,shot_put
799323.jpg,polo
885498.jpg,bull_riding
805332.jpg,nascar_racing
381944.jpg,table_tennis
980873.jpg,swimming
512989.jpg,fencing
570571.jpg,horse_racing
774505.jpg,luge
485230.jpg,figure_skating_men
422324.jpg,bull_riding
276200.jpg,figure_skating_men
572726.jpg,track_bicycle
394520.jpg,judo
239411.jpg,rings
